income,debt,age,employment_years,late_payments,credit_history_years,credit_utilization,active_loans,payment_ratio,creditworthy,debt_to_income,late_payment_rate
79680.87,31659.19,47,9,2,24,0.676,1,1.0,0,0.3973248535062431,0.08333333333333333
75096.17,14247.65,35,14,2,14,0.435,1,0.876,1,0.18972538812565273,0.14285714285714285
72367.52,22310.81,50,12,1,17,0.411,1,0.947,1,0.30829866768959335,0.058823529411764705
132208.86,38772.63,68,28,1,3,0.36,0,0.871,1,0.2932680154718829,0.3333333333333333
40204.14,61508.18,39,26,1,4,0.651,1,0.799,0,1.5298966723327498,0.25
63412.85,29167.79,58,24,1,2,0.71,1,0.885,1,0.4599665525205065,0.5
108212.59,18523.9,58,0,1,13,0.292,0,0.9,1,0.17118063619029913,0.07692307692307693
114827.41,17378.31,62,3,1,21,0.216,3,0.904,0,0.1513428718805031,0.047619047619047616
34281.08,25859.54,56,13,0,22,0.135,1,0.919,1,0.7543385447599668,0.0
56476.65,16696.25,66,19,0,14,0.493,2,0.94,0,0.2956310262736901,0.0
119766.23,20361.34,56,21,1,2,0.262,3,0.856,1,0.1700090250816111,0.5
81697.46,9049.89,68,9,2,16,0.336,1,0.965,1,0.11077321130913982,0.125
70969.89,41823.52,56,3,0,16,0.188,1,1.0,0,0.5893135807312087,0.0
58934.65,8578.44,62,10,0,15,0.327,1,1.0,1,0.14555851269159994,0.0
54689.78,13592.24,64,24,0,18,0.233,2,0.922,1,0.24853345542805255,0.0
74001.54,19178.84,69,30,2,14,0.201,1,1.0,1,0.2591681200147997,0.14285714285714285
58021.81,65661.53,50,29,0,17,0.141,1,0.892,1,1.1316697979604566,0.0
63766.43,13675.8,55,18,1,12,0.243,1,0.916,1,0.21446707930803088,0.08333333333333333
67340.15,11675.14,68,2,2,4,0.145,1,0.968,1,0.17337561618143113,0.5
47906.69,12582.93,39,29,2,2,0.185,3,0.917,1,0.26265496530860305,1.0
82586.44,52913.31,26,4,3,22,0.058,1,0.852,1,0.6407021540097866,0.13636363636363635
241241.22,2893.15,64,8,3,11,0.828,2,0.998,1,0.011992768068408873,0.2727272727272727
29216.78,9380.12,51,30,1,8,0.559,1,0.882,1,0.32105249106848877,0.125
75203.13,106240.93,41,15,0,8,0.048,1,0.904,0,1.4127195237751407,0.0
46168.68,26428.56,56,6,1,2,0.626,1,1.0,1,0.5724348194490291,0.5
84286.22,8771.27,22,15,1,23,0.754,0,0.978,1,0.10406529086249211,0.043478260869565216
66376.17,17516.18,44,2,2,2,0.295,3,0.952,1,0.26389259880466137,1.0
91580.83,18806.78,34,9,0,6,0.335,1,0.837,0,0.20535716918049332,0.0
110317.79,31197.97,35,29,2,11,0.822,4,0.859,1,0.2828008972986134,0.18181818181818182
70879.18,59504.27,68,9,0,9,0.399,4,0.968,1,0.8395169075037268,0.0
108181.55,23171.67,47,27,0,1,0.582,2,0.984,1,0.2141924385442804,0.0
22634.0,12673.45,27,16,0,8,0.103,4,0.958,1,0.5599297517009808,0.0
132965.65,30023.39,38,20,0,19,0.057,0,0.907,1,0.2257980914619678,0.0
76950.72,11433.04,32,21,1,7,0.347,0,0.905,1,0.14857612768275594,0.14285714285714285
105574.49,9195.39,65,17,0,21,0.35,4,0.955,1,0.08709859739791306,0.0
37541.36,5734.1,35,1,2,9,0.533,2,0.852,1,0.15274087033607733,0.2222222222222222
44725.37,6508.04,38,28,2,1,0.159,1,0.946,1,0.14551114948853414,2.0
69411.98,10051.1,37,14,0,3,0.506,0,0.843,1,0.14480353391446263,0.0
64503.55,8371.29,29,20,3,20,0.491,1,0.866,1,0.12978029891378073,0.15
73830.22,22064.62,59,17,2,10,0.639,1,0.952,1,0.29885621362092646,0.2
105891.93,8254.52,49,20,1,24,0.625,1,0.981,1,0.07795230476958916,0.041666666666666664
29371.89,2332.61,42,10,0,19,0.321,3,0.964,1,0.07941640800098326,0.0
100746.34,9132.41,40,26,2,1,0.466,0,0.862,1,0.09064756099328274,2.0
65242.7,13245.57,53,6,1,8,0.32,1,0.809,1,0.20301995472290388,0.125
59304.51,12143.93,25,20,1,18,0.366,1,0.939,1,0.20477245322488963,0.05555555555555555
33528.15,48330.5,66,17,1,2,0.262,2,0.807,1,1.4414902104649376,0.5
81512.73,12080.22,48,15,1,24,0.552,4,1.0,1,0.14820040992370148,0.041666666666666664
21934.02,31911.68,32,0,2,4,0.851,2,0.864,0,1.454894269267558,0.5
87022.31,17779.27,47,12,0,20,0.101,3,1.0,1,0.20430703344923848,0.0
33212.94,17511.78,62,1,1,21,0.549,2,0.873,0,0.5272577495397878,0.047619047619047616
66582.6,10458.08,29,15,2,13,0.47,3,0.972,1,0.15706926434233567,0.15384615384615385
61606.12,17325.22,46,21,2,20,0.52,0,0.888,1,0.2812256314794699,0.1
110021.9,10946.93,50,16,0,22,0.202,2,0.928,1,0.09949773635976111,0.0
59978.88,20103.37,60,23,1,18,0.094,2,0.953,1,0.33517414796675093,0.05555555555555555
47561.56,15437.65,48,11,0,17,0.274,0,1.0,1,0.3245824989760639,0.0
51749.57,9741.19,57,9,1,10,0.262,2,1.0,1,0.188237119651429,0.1
115259.32,34298.55,58,13,1,8,0.632,1,0.991,0,0.29757723713795986,0.125
82741.47,23755.59,64,7,1,21,0.49,1,1.0,0,0.28710621167354167,0.047619047619047616
54644.78,13452.04,38,24,1,6,0.372,3,0.897,0,0.24617246148671476,0.16666666666666666
58439.17,19785.36,55,25,2,10,0.371,0,0.985,1,0.33856333004045064,0.2
32109.68,17045.51,33,12,2,13,0.709,1,0.916,1,0.5308526899053494,0.15384615384615385
77416.56,10241.39,62,24,1,10,0.368,1,1.0,1,0.13228939648054627,0.1
29443.41,18844.0,67,0,3,9,0.549,2,0.948,1,0.640007390448321,0.3333333333333333
91167.25,12021.71,35,4,1,15,0.764,2,0.983,1,0.13186434821715035,0.06666666666666667
68873.19,9739.26,48,8,1,8,0.529,3,0.96,0,0.14140858002947154,0.125
190283.6,6268.73,61,12,0,24,0.402,1,0.993,1,0.03294414232230208,0.0
39619.69,14257.41,22,7,2,5,0.105,0,0.883,1,0.3598566773238256,0.4
62065.44,26020.97,55,15,3,10,0.184,1,0.83,1,0.4192505523202607,0.3
146001.48,11459.78,61,24,0,21,0.23,0,1.0,1,0.0784908481749637,0.0
111109.1,92650.32,63,14,0,12,0.637,0,1.0,1,0.8338679730103115,0.0
47517.2,32010.61,30,13,1,17,0.682,3,0.932,1,0.6736636417970756,0.058823529411764705
71892.55,42021.71,58,1,3,16,0.395,1,0.997,0,0.5845071568611768,0.1875
65058.51,30183.03,59,8,2,8,0.178,0,0.826,1,0.46393669329346765,0.25
73793.26,60023.37,21,25,0,18,0.448,1,0.896,1,0.8133990827888619,0.0
47464.45,10792.17,55,25,0,6,0.476,3,0.946,1,0.2273737502488705,0.0
62439.19,3407.21,51,3,2,18,0.287,1,0.819,1,0.054568452921954946,0.1111111111111111
31666.64,13468.99,68,0,0,4,0.703,1,0.833,0,0.4253368844942185,0.0
69075.0,25873.36,23,25,1,17,0.711,2,0.951,1,0.3745690915671372,0.058823529411764705
79590.65,19862.98,68,5,0,3,0.328,3,0.898,1,0.2495642390155125,0.0
58677.04,21529.6,48,17,0,21,0.461,1,0.916,0,0.3669169405955038,0.0
31425.33,42477.02,34,25,4,16,0.297,0,0.912,0,1.3516809529128253,0.25
101415.57,23074.06,39,24,1,1,0.321,4,0.85,1,0.22751989659970356,1.0
76586.71,30255.11,58,17,1,3,0.405,1,0.925,0,0.3950438659657792,0.3333333333333333
46884.19,9773.32,69,11,0,5,0.212,2,0.939,1,0.20845662471720208,0.0
57289.48,8831.86,36,23,0,24,0.378,1,0.899,1,0.15416198576073653,0.0
33085.2,51395.25,69,21,0,15,0.572,1,0.905,1,1.5534211671684017,0.0
40974.61,19220.12,51,25,0,7,0.144,3,0.926,1,0.46907389722562337,0.0
51027.88,12004.39,30,15,1,7,0.218,2,0.997,0,0.2352515918748731,0.14285714285714285
112976.14,12018.72,50,29,2,1,0.602,1,0.933,1,0.10638281676113204,2.0
48745.4,11804.04,60,23,2,5,0.112,0,0.805,1,0.24215700353264105,0.4
86702.56,11353.75,23,1,0,21,0.51,1,0.856,1,0.13095057400842605,0.0
51016.29,7817.19,24,9,1,15,0.356,2,1.0,0,0.15322929205553754,0.06666666666666667
72672.55,6787.61,21,24,1,9,0.378,5,0.892,1,0.093399915098617,0.1111111111111111
60993.01,15857.12,48,3,3,1,0.416,1,0.934,1,0.259982578331517,3.0
96280.2,12243.19,23,21,0,9,0.043,1,1.0,1,0.1271620748606671,0.0
51096.82,36966.99,66,10,2,10,0.381,1,0.984,1,0.7234694840109424,0.2
32032.45,21777.37,27,6,0,3,0.236,4,0.79,1,0.6798533986629184,0.0
34900.82,21387.96,24,16,2,15,0.518,2,1.0,1,0.6128211314232731,0.13333333333333333
51164.32,11104.42,33,28,1,16,0.411,1,0.95,1,0.2170344490066515,0.0625
37051.55,16638.23,58,27,0,24,0.302,2,0.966,1,0.44905624730949173,0.0
78177.56,22760.41,65,12,2,9,0.276,1,0.961,1,0.29113738008707357,0.2222222222222222
52709.28,28671.37,33,0,1,7,0.54,0,1.0,1,0.5439529813345961,0.14285714285714285
189229.43,16934.32,46,27,0,20,0.826,2,0.934,1,0.08949094229158752,0.0
29737.7,36299.44,58,27,1,9,0.577,3,0.836,1,1.2206539174179578,0.1111111111111111
71237.7,18093.72,60,18,0,16,0.516,2,0.963,1,0.253990794200262,0.0
39126.83,30136.06,28,19,1,18,0.098,5,0.843,1,0.770214709446178,0.05555555555555555
52057.91,13091.56,62,16,2,22,0.396,2,1.0,1,0.25148070677443635,0.09090909090909091
69270.98,5541.08,63,0,1,8,0.561,2,0.915,1,0.07999136146189935,0.125
22827.6,21430.28,57,4,0,15,0.194,2,0.936,1,0.9387881336627591,0.0
72309.75,28841.99,46,4,1,4,0.282,1,0.893,0,0.3988672343632774,0.25
153039.43,26163.03,40,28,3,19,0.66,0,0.964,0,0.1709561385585401,0.15789473684210525
53002.55,23683.84,64,1,0,2,0.323,4,0.972,1,0.44684340659081495,0.0
73061.45,14350.58,63,17,2,17,0.727,1,0.892,1,0.19641794681052732,0.11764705882352941
103089.96,10654.55,46,11,1,6,0.851,3,0.972,0,0.10335196560363394,0.16666666666666666
60377.0,25764.44,57,0,0,12,0.656,1,0.945,0,0.42672607118604766,0.0
50046.63,23749.53,40,28,2,2,0.142,2,0.933,1,0.474548036501159,1.0
23343.2,12500.73,57,0,2,17,0.738,1,0.887,1,0.5355191233421296,0.11764705882352941
86732.88,37021.45,25,26,0,12,0.131,2,1.0,0,0.42684446774971607,0.0
61772.7,10140.21,65,24,3,16,0.418,2,1.0,1,0.16415358240776265,0.1875
41209.94,12318.25,46,24,3,9,0.325,1,0.991,1,0.2989145337265718,0.3333333333333333
68810.46,52146.03,50,5,0,1,0.39,2,1.0,0,0.7578212672898857,0.0
49985.41,31656.71,30,27,1,14,0.547,2,0.961,1,0.633319002484925,0.07142857142857142
51243.84,14262.96,46,18,0,17,0.184,1,0.916,1,0.27833511305944286,0.0
85389.09,21696.9,21,12,1,16,0.643,0,0.755,0,0.2540945219114058,0.0625
35591.8,19905.31,64,21,3,7,0.25,0,0.855,1,0.5592667412156732,0.42857142857142855
104134.06,3021.41,57,10,3,18,0.417,1,1.0,1,0.029014618271869932,0.16666666666666666
34654.53,9985.8,43,8,0,14,0.093,0,1.0,1,0.2881528042654164,0.0
48239.18,17414.82,61,8,1,6,0.263,0,0.954,1,0.3610098679123484,0.16666666666666666
154425.7,14275.92,60,17,1,3,0.208,3,0.83,1,0.09244523418058004,0.3333333333333333
107953.1,21136.23,26,18,0,8,0.295,4,0.984,1,0.19579085732600546,0.0
67918.54,37507.29,23,7,2,1,0.283,4,0.921,1,0.5522393443675321,2.0
42569.95,14605.14,33,7,3,18,0.267,2,0.989,1,0.34308567428432496,0.16666666666666666
51224.34,9051.19,21,29,1,1,0.375,2,0.862,1,0.17669705456429505,1.0
67179.03,22231.84,49,15,1,2,0.069,2,0.906,0,0.33093422158670643,0.5
66106.87,14556.92,46,26,2,4,0.438,0,1.0,1,0.22020283217160336,0.5
62395.64,16263.62,47,10,2,8,0.796,0,1.0,1,0.2606531482007397,0.25
64104.38,14890.43,24,8,0,1,0.231,1,0.894,1,0.23228412785522612,0.0
59022.48,77290.14,65,8,1,16,0.636,0,0.87,1,1.3095034298795984,0.0625
33970.65,4195.09,68,16,2,4,0.398,0,1.0,1,0.12349160230964082,0.5
51519.35,13984.57,49,24,0,20,0.564,0,0.852,1,0.2714430597435721,0.0
98098.11,17956.89,21,15,2,14,0.27,2,0.857,1,0.1830503156482831,0.14285714285714285
35115.3,10833.35,40,9,0,3,0.336,2,0.959,1,0.308507972308367,0.0
59685.39,32306.18,56,29,3,10,0.609,1,1.0,0,0.5412745062066278,0.3
44947.63,30538.53,57,17,3,4,0.378,0,0.881,0,0.6794246993667964,0.75
68339.98,17449.85,32,12,2,24,0.22,0,0.914,1,0.2553388221652977,0.08333333333333333
54570.99,15096.06,61,0,0,15,0.253,2,0.948,1,0.27663159491883876,0.0
126370.04,16736.63,68,17,1,20,0.482,0,0.907,1,0.13244143944245013,0.05
81642.48,16814.82,45,19,2,9,0.636,1,0.816,1,0.20595675192620314,0.2222222222222222
36020.05,17106.0,39,28,0,4,0.536,1,0.996,1,0.4749021725400159,0.0
87921.1,15929.49,46,7,0,6,0.248,1,0.953,1,0.18117937559925887,0.0
45869.2,21209.81,22,5,2,11,0.547,0,0.966,1,0.46239764373479375,0.18181818181818182
50135.98,29369.58,46,30,1,19,0.361,1,0.93,0,0.5857984625013812,0.05263157894736842
74858.96,8090.6,22,17,0,11,0.191,2,1.0,1,0.1080779107804864,0.0
52096.66,9092.41,22,0,2,23,0.679,0,0.905,0,0.17452961475841253,0.08695652173913043
97141.86,5776.71,48,3,2,9,0.278,2,0.865,1,0.059466742761565404,0.2222222222222222
45872.13,31611.79,46,14,1,6,0.688,0,1.0,1,0.6891284533768107,0.16666666666666666
49198.41,21180.52,69,19,1,12,0.546,1,0.786,1,0.43051228688081583,0.08333333333333333
48376.8,24998.0,45,7,1,3,0.704,0,0.929,0,0.516735294604025,0.3333333333333333
50392.88,7107.84,69,11,2,17,0.588,2,0.935,1,0.14104849732740024,0.11764705882352941
106593.6,57431.22,60,22,1,3,0.649,0,0.932,1,0.5387867564281532,0.3333333333333333
86258.24,12117.11,37,29,1,16,0.179,0,0.831,1,0.14047481144989743,0.0625
140311.09,20079.62,66,15,2,10,0.523,2,0.857,1,0.14310786125316252,0.2
180336.97,31365.91,44,12,1,9,0.669,2,1.0,1,0.17392944996247858,0.1111111111111111
40876.88,9476.69,50,11,1,15,0.157,3,1.0,1,0.2318349639209255,0.06666666666666667
67092.74,12619.72,25,4,2,17,0.445,0,0.911,0,0.18809367451679568,0.11764705882352941
38286.49,20223.26,31,1,2,23,0.2,0,0.875,1,0.5282087754714522,0.08695652173913043
45808.27,115322.12,46,25,0,7,0.274,2,0.815,1,2.5174956399794186,0.0
48952.49,21891.6,34,1,0,20,0.609,2,1.0,0,0.44720094932862453,0.0
40393.45,51136.91,50,25,2,21,0.588,1,1.0,0,1.2659703491531427,0.09523809523809523
40489.31,39411.57,24,7,0,24,0.44,1,0.743,1,0.9733821099939713,0.0
60913.77,22864.34,33,21,2,24,0.061,0,0.77,0,0.3753558513945205,0.08333333333333333
37594.73,9463.05,53,29,0,19,0.544,1,0.95,0,0.25171214156877836,0.0
94949.43,35845.27,50,23,0,8,0.812,0,0.959,1,0.37751959121818845,0.0
43008.52,6797.81,69,22,0,17,0.269,2,0.907,1,0.15805728725378138,0.0
230141.26,50954.88,65,8,1,19,0.18,2,0.938,1,0.22140697413406007,0.05263157894736842
53051.56,20498.98,60,18,0,7,0.462,3,0.923,1,0.38639730858055826,0.0
67141.02,3214.68,21,19,1,20,0.649,3,0.942,1,0.047879522831199166,0.05
36287.88,14426.15,50,13,1,17,0.382,1,0.877,0,0.39754733536376335,0.058823529411764705
140068.08,27534.45,32,1,0,12,0.521,3,0.939,0,0.1965790492737532,0.0
107572.24,15429.89,34,28,0,21,0.574,0,0.893,1,0.14343747048495037,0.0
74291.71,28649.2,31,6,3,3,0.442,2,0.887,1,0.3856311828062646,1.0
35457.19,10359.0,43,30,3,17,0.715,0,0.809,0,0.2921551313005909,0.17647058823529413
71463.54,7702.02,27,28,4,19,0.547,3,0.928,1,0.107775517417693,0.21052631578947367
39241.83,17183.2,47,0,1,1,0.217,1,0.996,1,0.43787968094250446,1.0
125517.74,18373.13,29,22,0,10,0.599,2,0.917,0,0.14637875092397298,0.0
93552.7,14352.47,45,19,1,13,0.407,2,0.915,1,0.15341588217122543,0.07692307692307693
67852.41,39969.27,51,7,1,5,0.178,4,1.0,1,0.5890619065704519,0.2
21715.32,10357.77,29,25,0,22,0.292,0,1.0,1,0.4769798464862595,0.0
41756.29,22063.6,26,3,0,16,0.086,0,1.0,1,0.5283898545584389,0.0
88577.67,18813.08,60,7,1,7,0.501,1,1.0,1,0.212390775237145,0.14285714285714285
112189.0,6543.72,57,29,1,11,0.47,3,0.944,1,0.05832764353011436,0.09090909090909091
107073.3,7636.98,33,23,3,3,0.318,3,0.859,0,0.07132478404980512,1.0
31752.82,18139.9,64,3,0,3,0.286,1,0.904,1,0.5712846921942681,0.0
74446.88,65245.15,31,4,2,18,0.215,1,0.98,1,0.8763987154330711,0.1111111111111111
102654.51,26229.83,66,7,2,24,0.347,3,1.0,1,0.2555156125142481,0.08333333333333333
30819.15,5863.28,26,2,1,7,0.382,1,0.867,1,0.19024794648781682,0.14285714285714285
64769.2,2383.46,53,5,0,6,0.173,2,0.958,1,0.03679928113980102,0.0
73524.33,28987.26,21,17,3,17,0.542,0,0.884,0,0.39425398368132014,0.17647058823529413
56772.0,16908.78,30,0,2,13,0.148,5,0.93,1,0.29783660959627983,0.15384615384615385
28244.94,37795.67,40,8,0,4,0.425,1,0.929,1,1.3381395039253048,0.0
56138.57,10154.38,25,9,2,17,0.307,3,0.967,1,0.18088063162278625,0.11764705882352941
56097.98,22601.36,43,30,1,6,0.919,2,1.0,1,0.40289079927655147,0.16666666666666666
60810.03,31198.95,32,30,2,3,0.366,1,0.973,1,0.5130559876388813,0.6666666666666666
50442.05,13457.28,25,26,2,12,0.018,1,0.91,1,0.2667869366926998,0.16666666666666666
53251.81,13645.59,68,10,1,18,0.361,2,0.898,1,0.25624650129263216,0.05555555555555555
63848.91,18298.02,69,16,0,13,0.185,1,0.927,1,0.28658312256231155,0.0
79320.12,25613.29,68,15,0,16,0.477,2,0.879,1,0.32291037885469664,0.0
56678.52,17833.07,28,26,1,6,0.201,2,0.95,1,0.3146354209672377,0.16666666666666666
54057.34,33901.84,39,23,0,12,0.25,2,0.771,1,0.6271459157997785,0.0
67758.27,13331.29,37,28,0,18,0.384,0,0.925,1,0.1967477918193602,0.0
27384.44,7590.63,36,17,1,13,0.691,1,0.931,1,0.27718770221337374,0.07692307692307693
80564.09,65066.23,41,28,1,6,0.149,1,0.859,0,0.8076331526862651,0.16666666666666666
64983.53,12150.37,45,23,1,23,0.731,2,0.913,1,0.18697614610963734,0.043478260869565216
66171.47,12439.59,44,22,1,2,0.795,1,1.0,1,0.18799023204411205,0.5
100154.87,17246.33,35,20,1,22,0.295,1,1.0,1,0.17219661909600603,0.045454545454545456
26994.15,18803.43,69,10,0,18,0.422,2,0.903,1,0.696574257755847,0.0
26740.04,13999.58,69,18,0,3,0.488,3,0.977,1,0.523543719455917,0.0
73523.05,17797.17,37,11,0,7,0.155,1,0.835,1,0.24206245524362766,0.0
64792.16,17540.74,31,20,3,9,0.528,2,0.919,1,0.2707231862620416,0.3333333333333333
70173.23,20166.13,47,7,1,23,0.414,1,0.956,1,0.28737639695365313,0.043478260869565216
52795.72,3888.43,39,24,1,13,0.501,1,1.0,1,0.07365047772811886,0.07692307692307693
87649.55,61126.25,69,17,2,7,0.539,2,1.0,1,0.6973937687073122,0.2857142857142857
98896.59,16356.65,42,22,2,23,0.412,0,0.955,1,0.16539144575156736,0.08695652173913043
80816.35,26252.9,22,6,0,3,0.127,1,0.876,1,0.3248463955622841,0.0
57801.48,7349.31,27,24,2,20,0.407,0,1.0,1,0.12714743636322115,0.1
25176.9,13252.97,24,24,1,20,0.237,3,0.916,1,0.5263940358026603,0.05
91885.53,11627.42,39,4,1,10,0.42,0,0.971,1,0.12654244906678996,0.1
112636.43,46791.06,36,10,0,2,0.194,0,0.931,1,0.4154167528214451,0.0
86872.24,12299.92,62,21,0,22,0.586,1,1.0,1,0.14158631111618625,0.0
43752.47,29462.66,64,27,2,24,0.384,0,0.897,1,0.6733942106582782,0.08333333333333333
88022.7,11794.09,27,22,0,10,0.691,2,1.0,1,0.1339891868802025,0.0
95738.99,13412.26,67,14,2,5,0.722,1,0.934,1,0.14009193119751942,0.4
131086.13,15344.61,49,9,1,7,0.307,2,0.98,1,0.11705746443197308,0.14285714285714285
43822.08,41465.89,36,28,1,4,0.174,1,1.0,1,0.9462328123174436,0.25
58702.52,5269.67,40,27,2,15,0.328,1,0.8,1,0.08976905931806677,0.13333333333333333
90981.82,7653.71,42,27,3,13,0.195,1,0.935,0,0.08412350950992187,0.23076923076923078
66701.12,5076.51,29,9,2,9,0.062,0,0.877,1,0.07610831722165985,0.2222222222222222
39314.36,8877.28,63,13,0,16,0.21,0,0.971,0,0.22580248031508082,0.0
78332.66,10620.98,21,7,0,15,0.046,2,0.988,1,0.13558814420447357,0.0
84333.99,6302.58,24,29,1,1,0.137,3,0.907,1,0.0747335682801205,1.0
67624.52,11169.38,34,26,0,10,0.44,2,0.903,1,0.16516760488651155,0.0
71750.91,4858.88,28,5,1,21,0.536,1,0.954,1,0.0677187230099242,0.047619047619047616
57856.72,9287.59,24,7,1,20,0.518,1,0.851,1,0.16052742015102134,0.05
126420.39,39277.23,39,17,0,21,0.48,0,0.963,1,0.3106874610970588,0.0
43339.99,23399.25,39,12,1,23,0.47,1,0.883,1,0.539899755399113,0.043478260869565216
49903.59,20332.6,27,14,2,2,0.615,0,0.991,1,0.4074376212212388,1.0
65322.12,9379.87,60,11,0,7,0.143,0,0.848,1,0.14359408420914693,0.0
96536.06,6632.07,64,20,1,12,0.114,3,0.9,1,0.06870044209386628,0.08333333333333333
33134.31,8584.17,56,27,0,13,0.65,1,0.887,1,0.25907194083715646,0.0
36044.48,17501.48,46,28,3,19,0.076,2,0.919,1,0.4855522953861451,0.15789473684210525
25982.14,31648.37,67,14,0,18,0.447,1,1.0,0,1.2180817284488499,0.0
65963.41,32359.6,38,25,1,17,0.43,2,0.999,1,0.49056893814313113,0.058823529411764705
39297.06,27119.95,41,21,0,4,0.38,1,0.906,1,0.6901266914115204,0.0
54671.35,11144.65,21,6,0,17,0.249,0,0.906,1,0.20384808496589163,0.0
87532.26,18289.54,55,24,0,20,0.25,1,1.0,1,0.20894627877767583,0.0
48700.68,14606.97,25,10,1,19,0.223,2,0.859,0,0.29993359435638267,0.05263157894736842
72129.58,15793.5,53,19,1,14,0.771,0,0.942,1,0.2189600993101582,0.07142857142857142
56808.46,67660.66,59,22,1,3,0.212,1,0.898,1,1.191031406237733,0.3333333333333333
87956.18,5726.31,31,29,3,4,0.721,0,0.928,1,0.06510412343964916,0.75
80494.99,15453.44,50,29,2,18,0.78,1,0.997,1,0.19198014683895234,0.1111111111111111
47608.78,39567.52,35,24,1,21,0.435,2,0.893,1,0.8310971211612648,0.047619047619047616
60249.48,6941.67,40,15,1,20,0.177,0,1.0,0,0.11521543422449455,0.05
103966.82,11845.36,46,12,2,11,0.251,0,1.0,1,0.11393404164905688,0.18181818181818182
77587.54,12762.32,33,13,2,15,0.345,0,0.982,1,0.1644892981527704,0.13333333333333333
34665.83,15568.25,60,29,1,5,0.576,1,0.934,1,0.44909497334983756,0.2
87305.67,6378.93,40,6,1,15,0.518,0,1.0,1,0.07306432674991212,0.06666666666666667
39897.45,26504.32,43,16,3,5,0.058,1,0.862,0,0.6643111276535217,0.6
122733.85,27756.18,60,21,2,20,0.341,2,1.0,1,0.2261493467368619,0.1
103051.8,25048.54,32,0,0,19,0.289,1,0.887,0,0.24306746704084742,0.0
74057.05,10222.89,43,19,1,2,0.267,1,1.0,1,0.13804074021311946,0.5
69765.67,19041.18,69,8,2,23,0.69,2,0.89,1,0.2729305115252244,0.08695652173913043
59164.56,10031.55,40,8,2,20,0.445,2,0.986,1,0.1695533609985437,0.1
88210.24,14500.51,26,19,3,10,0.163,0,0.831,1,0.16438579013048824,0.3
55011.22,72975.66,34,0,0,11,0.558,1,0.925,0,1.3265595636671939,0.0
72268.89,19155.19,67,4,1,2,0.369,1,0.864,1,0.26505443767020637,0.5
96231.6,8318.48,58,14,0,23,0.694,3,0.839,1,0.08644229130555867,0.0
50479.85,20238.56,60,18,0,3,0.442,2,1.0,1,0.4009235368171657,0.0
49259.42,7476.05,33,3,2,23,0.438,2,0.854,1,0.15176894084420808,0.08695652173913043
37974.8,8256.62,62,11,0,16,0.205,1,0.889,1,0.2174236599007763,0.0
40260.65,9148.97,40,9,2,23,0.648,5,0.88,1,0.2272434747079344,0.08695652173913043
28548.64,13484.9,59,16,1,9,0.475,2,1.0,0,0.47234824496018024,0.1111111111111111
90270.46,33095.64,64,9,1,22,0.299,2,1.0,1,0.36662757672886565,0.045454545454545456
146701.34,26214.97,31,0,1,11,0.441,2,1.0,1,0.1786961864152025,0.09090909090909091
123443.71,25287.72,66,16,1,9,0.057,3,0.885,0,0.20485223588954027,0.1111111111111111
31269.69,8811.62,51,26,2,9,0.383,0,1.0,1,0.28179428705561205,0.2222222222222222
90068.62,12660.89,56,18,2,23,0.58,2,0.884,0,0.14056937921331536,0.08695652173913043
123264.83,21481.08,58,11,0,12,0.432,1,0.887,1,0.1742677128585664,0.0
52922.19,11964.74,29,14,1,12,0.442,2,0.891,0,0.22608172488704642,0.08333333333333333
68036.11,15020.76,57,4,2,16,0.468,4,0.894,1,0.22077629070797847,0.125
26333.33,23980.83,31,7,2,14,0.586,0,0.934,0,0.91066454565374,0.14285714285714285
73289.59,14348.85,34,13,2,13,0.506,3,0.881,1,0.19578292087593888,0.15384615384615385
40277.19,20849.09,26,18,4,10,0.48,2,0.956,1,0.5176401332863588,0.4
71109.65,50685.77,29,15,1,4,0.384,1,0.757,0,0.7127832860940815,0.25
32196.12,16097.49,68,29,0,24,0.275,0,0.956,0,0.49998229600336935,0.0
82986.13,38742.66,37,19,1,12,0.691,1,0.864,1,0.4668570518952987,0.08333333333333333
103070.99,25892.73,39,0,6,24,0.337,0,0.893,1,0.2512125865871668,0.25
45693.51,6935.58,44,16,2,12,0.245,2,0.895,0,0.15178479394557345,0.16666666666666666
38969.22,8793.24,55,18,0,15,0.29,0,1.0,1,0.2256457788993467,0.0
24635.21,10470.21,49,1,0,14,0.25,1,0.975,1,0.4250099755593721,0.0
57656.4,10326.66,47,11,1,24,0.394,1,0.928,1,0.17910691614460839,0.041666666666666664
50032.36,16974.01,62,27,2,3,0.192,1,0.89,1,0.33926063051992744,0.6666666666666666
32344.0,26839.92,45,11,4,13,0.351,0,0.995,1,0.8298268612416522,0.3076923076923077
79698.1,40699.86,58,14,1,4,0.693,2,1.0,1,0.5106754113335198,0.25
53085.33,21992.15,65,6,0,21,0.458,0,0.938,1,0.4142792368437759,0.0
40057.11,13472.9,54,2,1,13,0.367,1,0.828,1,0.3363422872993084,0.07692307692307693
50644.45,4650.22,22,9,1,23,0.108,1,0.891,1,0.09182092016005704,0.043478260869565216
105264.3,18845.14,33,23,1,7,0.449,2,0.979,1,0.17902688755826998,0.14285714285714285
85260.3,18304.05,51,30,0,4,0.034,2,0.909,1,0.21468432553017053,0.0
61305.87,20272.71,44,20,1,16,0.57,1,0.88,1,0.3306813849962491,0.0625
